signal_month,first_holding_month,final_holding_month,split,grouping,J,K,skip_mode,signal_eligible_instrument_count,rank_denominator_missing_count,intermediate_month_count,min_valid_intermediate_monthly_closes_required,min_intermediate_month_coverage_share,assigned_loser_leg_count,assigned_winner_leg_count,signal_eligibility_status,holding_label_status,portfolio_month_status,block_reason
2018-08,2018-09,2021-08,train,quintile,1,36,no_skip,129,2,0,0,1.0,26,25,complete,complete,complete,
2018-08,2018-09,2021-08,train,decile,1,36,no_skip,129,2,0,0,1.0,13,12,complete,complete,complete,
2018-08,2018-09,2022-02,train,tertile,1,42,no_skip,129,2,0,0,1.0,43,43,complete,complete,complete,
2018-08,2018-09,2022-02,train,quintile,1,42,no_skip,129,2,0,0,1.0,26,25,complete,complete,complete,
2018-08,2018-09,2022-02,train,decile,1,42,no_skip,129,2,0,0,1.0,13,12,complete,complete,complete,
2018-08,2018-09,2022-08,train,tertile,1,48,no_skip,129,2,0,0,1.0,43,43,complete,complete,complete,
2018-08,2018-09,2022-08,train,quintile,1,48,no_skip,129,2,0,0,1.0,26,25,complete,complete,complete,
2018-08,2018-09,2022-08,train,decile,1,48,no_skip,129,2,0,0,1.0,13,12,complete,complete,complete,
2018-08,2018-10,2018-10,train,tertile,1,1,skip1,129,2,0,0,1.0,43,43,complete,complete,complete,
2018-08,2018-10,2018-10,train,quintile,1,1,skip1,129,2,0,0,1.0,26,25,complete,complete,complete,
2018-08,2018-10,2018-10,train,decile,1,1,skip1,129,2,0,0,1.0,13,12,complete,complete,complete,
2018-08,2018-09,2018-09,train,tertile,6,1,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-08,2018-09,2018-09,train,quintile,6,1,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-08,2018-09,2018-09,train,decile,6,1,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-08,2018-09,2019-02,train,tertile,6,6,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-08,2018-09,2019-02,train,quintile,6,6,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-08,2018-09,2019-02,train,decile,6,6,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-08,2018-09,2019-08,train,tertile,6,12,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-08,2018-09,2019-08,train,quintile,6,12,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-08,2018-09,2019-08,train,decile,6,12,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-08,2018-09,2020-02,train,tertile,6,18,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-08,2018-09,2020-02,train,quintile,6,18,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-08,2018-09,2020-02,train,decile,6,18,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-08,2018-09,2020-08,train,tertile,6,24,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-08,2018-09,2020-08,train,quintile,6,24,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-08,2018-09,2020-08,train,decile,6,24,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-08,2018-09,2021-02,train,tertile,6,30,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-08,2018-09,2021-02,train,quintile,6,30,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-08,2018-09,2021-02,train,decile,6,30,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-08,2018-09,2021-08,train,tertile,6,36,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-08,2018-09,2021-08,train,quintile,6,36,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-08,2018-09,2021-08,train,decile,6,36,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-08,2018-09,2022-02,train,tertile,6,42,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-08,2018-09,2022-02,train,quintile,6,42,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-08,2018-09,2022-02,train,decile,6,42,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-08,2018-09,2022-08,train,tertile,6,48,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-08,2018-09,2022-08,train,quintile,6,48,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-08,2018-09,2022-08,train,decile,6,48,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-08,2018-10,2019-03,train,tertile,6,6,skip1,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-08,2018-10,2019-03,train,quintile,6,6,skip1,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-08,2018-10,2019-03,train,decile,6,6,skip1,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-08,2018-09,2018-09,train,tertile,12,1,no_skip,123,7,11,6,0.5454545454545454,41,41,complete,complete,complete,
2018-08,2018-09,2018-09,train,quintile,12,1,no_skip,123,7,11,6,0.5454545454545454,25,24,complete,complete,complete,
2018-08,2018-09,2018-09,train,decile,12,1,no_skip,123,7,11,6,0.5454545454545454,13,12,complete,complete,complete,
2018-08,2018-09,2019-02,train,tertile,12,6,no_skip,123,7,11,6,0.5454545454545454,41,41,complete,complete,complete,
2018-08,2018-09,2019-02,train,quintile,12,6,no_skip,123,7,11,6,0.5454545454545454,25,24,complete,complete,complete,
2018-08,2018-09,2019-02,train,decile,12,6,no_skip,123,7,11,6,0.5454545454545454,13,12,complete,complete,complete,
2018-08,2018-09,2019-08,train,tertile,12,12,no_skip,123,7,11,6,0.5454545454545454,41,41,complete,complete,complete,
2018-08,2018-09,2019-08,train,quintile,12,12,no_skip,123,7,11,6,0.5454545454545454,25,24,complete,complete,complete,
2018-08,2018-09,2019-08,train,decile,12,12,no_skip,123,7,11,6,0.5454545454545454,13,12,complete,complete,complete,
2018-08,2018-09,2020-02,train,tertile,12,18,no_skip,123,7,11,6,0.5454545454545454,41,41,complete,complete,complete,
2018-08,2018-09,2020-02,train,quintile,12,18,no_skip,123,7,11,6,0.5454545454545454,25,24,complete,complete,complete,
2018-08,2018-09,2020-02,train,decile,12,18,no_skip,123,7,11,6,0.5454545454545454,13,12,complete,complete,complete,
2018-08,2018-09,2020-08,train,tertile,12,24,no_skip,123,7,11,6,0.5454545454545454,41,41,complete,complete,complete,
2018-08,2018-09,2020-08,train,quintile,12,24,no_skip,123,7,11,6,0.5454545454545454,25,24,complete,complete,complete,
2018-08,2018-09,2020-08,train,decile,12,24,no_skip,123,7,11,6,0.5454545454545454,13,12,complete,complete,complete,
2018-08,2018-09,2021-02,train,tertile,12,30,no_skip,123,7,11,6,0.5454545454545454,41,41,complete,complete,complete,
2018-08,2018-09,2021-02,train,quintile,12,30,no_skip,123,7,11,6,0.5454545454545454,25,24,complete,complete,complete,
2018-08,2018-09,2021-02,train,decile,12,30,no_skip,123,7,11,6,0.5454545454545454,13,12,complete,complete,complete,
2018-08,2018-09,2021-08,train,tertile,12,36,no_skip,123,7,11,6,0.5454545454545454,41,41,complete,complete,complete,
2018-08,2018-09,2021-08,train,quintile,12,36,no_skip,123,7,11,6,0.5454545454545454,25,24,complete,complete,complete,
2018-08,2018-09,2021-08,train,decile,12,36,no_skip,123,7,11,6,0.5454545454545454,13,12,complete,complete,complete,
2018-08,2018-09,2022-02,train,tertile,12,42,no_skip,123,7,11,6,0.5454545454545454,41,41,complete,complete,complete,
2018-08,2018-09,2022-02,train,quintile,12,42,no_skip,123,7,11,6,0.5454545454545454,25,24,complete,complete,complete,
2018-08,2018-09,2022-02,train,decile,12,42,no_skip,123,7,11,6,0.5454545454545454,13,12,complete,complete,complete,
2018-08,2018-09,2022-08,train,tertile,12,48,no_skip,123,7,11,6,0.5454545454545454,41,41,complete,complete,complete,
2018-08,2018-09,2022-08,train,quintile,12,48,no_skip,123,7,11,6,0.5454545454545454,25,24,complete,complete,complete,
2018-08,2018-09,2022-08,train,decile,12,48,no_skip,123,7,11,6,0.5454545454545454,13,12,complete,complete,complete,
2018-08,2018-10,2019-09,train,tertile,12,12,skip1,123,7,11,6,0.5454545454545454,41,41,complete,complete,complete,
2018-08,2018-10,2019-09,train,quintile,12,12,skip1,123,7,11,6,0.5454545454545454,25,24,complete,complete,complete,
2018-08,2018-10,2019-09,train,decile,12,12,skip1,123,7,11,6,0.5454545454545454,13,12,complete,complete,complete,
2018-08,2018-09,2018-09,train,tertile,18,1,no_skip,126,5,17,9,0.6470588235294118,42,42,complete,complete,complete,
2018-08,2018-09,2018-09,train,quintile,18,1,no_skip,126,5,17,9,0.6470588235294118,26,25,complete,complete,complete,
2018-08,2018-09,2018-09,train,decile,18,1,no_skip,126,5,17,9,0.6470588235294118,13,12,complete,complete,complete,
2018-08,2018-09,2019-02,train,tertile,18,6,no_skip,126,5,17,9,0.6470588235294118,42,42,complete,complete,complete,
2018-08,2018-09,2019-02,train,quintile,18,6,no_skip,126,5,17,9,0.6470588235294118,26,25,complete,complete,complete,
2018-08,2018-09,2019-02,train,decile,18,6,no_skip,126,5,17,9,0.6470588235294118,13,12,complete,complete,complete,
2018-08,2018-09,2019-08,train,tertile,18,12,no_skip,126,5,17,9,0.6470588235294118,42,42,complete,complete,complete,
2018-08,2018-09,2019-08,train,quintile,18,12,no_skip,126,5,17,9,0.6470588235294118,26,25,complete,complete,complete,
2018-08,2018-09,2019-08,train,decile,18,12,no_skip,126,5,17,9,0.6470588235294118,13,12,complete,complete,complete,
2018-08,2018-09,2020-02,train,tertile,18,18,no_skip,126,5,17,9,0.6470588235294118,42,42,complete,complete,complete,
2018-08,2018-09,2020-02,train,quintile,18,18,no_skip,126,5,17,9,0.6470588235294118,26,25,complete,complete,complete,
2018-08,2018-09,2020-02,train,decile,18,18,no_skip,126,5,17,9,0.6470588235294118,13,12,complete,complete,complete,
2018-08,2018-09,2020-08,train,tertile,18,24,no_skip,126,5,17,9,0.6470588235294118,42,42,complete,complete,complete,
2018-08,2018-09,2020-08,train,quintile,18,24,no_skip,126,5,17,9,0.6470588235294118,26,25,complete,complete,complete,
2018-08,2018-09,2020-08,train,decile,18,24,no_skip,126,5,17,9,0.6470588235294118,13,12,complete,complete,complete,
2018-08,2018-09,2021-02,train,tertile,18,30,no_skip,126,5,17,9,0.6470588235294118,42,42,complete,complete,complete,
2018-08,2018-09,2021-02,train,quintile,18,30,no_skip,126,5,17,9,0.6470588235294118,26,25,complete,complete,complete,
2018-08,2018-09,2021-02,train,decile,18,30,no_skip,126,5,17,9,0.6470588235294118,13,12,complete,complete,complete,
2018-08,2018-09,2021-08,train,tertile,18,36,no_skip,126,5,17,9,0.6470588235294118,42,42,complete,complete,complete,
2018-08,2018-09,2021-08,train,quintile,18,36,no_skip,126,5,17,9,0.6470588235294118,26,25,complete,complete,complete,
2018-08,2018-09,2021-08,train,decile,18,36,no_skip,126,5,17,9,0.6470588235294118,13,12,complete,complete,complete,
2018-08,2018-09,2022-02,train,tertile,18,42,no_skip,126,5,17,9,0.6470588235294118,42,42,complete,complete,complete,
2018-08,2018-09,2022-02,train,quintile,18,42,no_skip,126,5,17,9,0.6470588235294118,26,25,complete,complete,complete,
2018-08,2018-09,2022-02,train,decile,18,42,no_skip,126,5,17,9,0.6470588235294118,13,12,complete,complete,complete,
2018-08,2018-09,2022-08,train,tertile,18,48,no_skip,126,5,17,9,0.6470588235294118,42,42,complete,complete,complete,
2018-08,2018-09,2022-08,train,quintile,18,48,no_skip,126,5,17,9,0.6470588235294118,26,25,complete,complete,complete,
2018-08,2018-09,2022-08,train,decile,18,48,no_skip,126,5,17,9,0.6470588235294118,13,12,complete,complete,complete,
2018-08,2018-10,2020-03,train,tertile,18,18,skip1,126,5,17,9,0.6470588235294118,42,42,complete,complete,complete,
2018-08,2018-10,2020-03,train,quintile,18,18,skip1,126,5,17,9,0.6470588235294118,26,25,complete,complete,complete,
2018-08,2018-10,2020-03,train,decile,18,18,skip1,126,5,17,9,0.6470588235294118,13,12,complete,complete,complete,
2018-09,2018-10,2018-10,train,tertile,1,1,no_skip,131,0,0,0,1.0,44,43,complete,complete,complete,
2018-09,2018-10,2018-10,train,quintile,1,1,no_skip,131,0,0,0,1.0,27,26,complete,complete,complete,
2018-09,2018-10,2018-10,train,decile,1,1,no_skip,131,0,0,0,1.0,14,13,complete,complete,complete,
2018-09,2018-10,2019-03,train,tertile,1,6,no_skip,131,0,0,0,1.0,44,43,complete,complete,complete,
2018-09,2018-10,2019-03,train,quintile,1,6,no_skip,131,0,0,0,1.0,27,26,complete,complete,complete,
2018-09,2018-10,2019-03,train,decile,1,6,no_skip,131,0,0,0,1.0,14,13,complete,complete,complete,
2018-09,2018-10,2019-09,train,tertile,1,12,no_skip,131,0,0,0,1.0,44,43,complete,complete,complete,
2018-09,2018-10,2019-09,train,quintile,1,12,no_skip,131,0,0,0,1.0,27,26,complete,complete,complete,
2018-09,2018-10,2019-09,train,decile,1,12,no_skip,131,0,0,0,1.0,14,13,complete,complete,complete,
2018-09,2018-10,2020-03,train,tertile,1,18,no_skip,131,0,0,0,1.0,44,43,complete,complete,complete,
2018-09,2018-10,2020-03,train,quintile,1,18,no_skip,131,0,0,0,1.0,27,26,complete,complete,complete,
2018-09,2018-10,2020-03,train,decile,1,18,no_skip,131,0,0,0,1.0,14,13,complete,complete,complete,
2018-09,2018-10,2020-09,train,tertile,1,24,no_skip,131,0,0,0,1.0,44,43,complete,complete,complete,
2018-09,2018-10,2020-09,train,quintile,1,24,no_skip,131,0,0,0,1.0,27,26,complete,complete,complete,
2018-09,2018-10,2020-09,train,decile,1,24,no_skip,131,0,0,0,1.0,14,13,complete,complete,complete,
2018-09,2018-10,2021-03,train,tertile,1,30,no_skip,131,0,0,0,1.0,44,43,complete,complete,complete,
2018-09,2018-10,2021-03,train,quintile,1,30,no_skip,131,0,0,0,1.0,27,26,complete,complete,complete,
2018-09,2018-10,2021-03,train,decile,1,30,no_skip,131,0,0,0,1.0,14,13,complete,complete,complete,
2018-09,2018-10,2021-09,train,tertile,1,36,no_skip,131,0,0,0,1.0,44,43,complete,complete,complete,
2018-09,2018-10,2021-09,train,quintile,1,36,no_skip,131,0,0,0,1.0,27,26,complete,complete,complete,
2018-09,2018-10,2021-09,train,decile,1,36,no_skip,131,0,0,0,1.0,14,13,complete,complete,complete,
2018-09,2018-10,2022-03,train,tertile,1,42,no_skip,131,0,0,0,1.0,44,43,complete,complete,complete,
2018-09,2018-10,2022-03,train,quintile,1,42,no_skip,131,0,0,0,1.0,27,26,complete,complete,complete,
2018-09,2018-10,2022-03,train,decile,1,42,no_skip,131,0,0,0,1.0,14,13,complete,complete,complete,
2018-09,2018-10,2022-09,train,tertile,1,48,no_skip,131,0,0,0,1.0,44,43,complete,complete,complete,
2018-09,2018-10,2022-09,train,quintile,1,48,no_skip,131,0,0,0,1.0,27,26,complete,complete,complete,
2018-09,2018-10,2022-09,train,decile,1,48,no_skip,131,0,0,0,1.0,14,13,complete,complete,complete,
2018-09,2018-11,2018-11,train,tertile,1,1,skip1,131,0,0,0,1.0,44,43,complete,complete,complete,
2018-09,2018-11,2018-11,train,quintile,1,1,skip1,131,0,0,0,1.0,27,26,complete,complete,complete,
2018-09,2018-11,2018-11,train,decile,1,1,skip1,131,0,0,0,1.0,14,13,complete,complete,complete,
2018-09,2018-10,2018-10,train,tertile,6,1,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-09,2018-10,2018-10,train,quintile,6,1,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-09,2018-10,2018-10,train,decile,6,1,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-09,2018-10,2019-03,train,tertile,6,6,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-09,2018-10,2019-03,train,quintile,6,6,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-09,2018-10,2019-03,train,decile,6,6,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-09,2018-10,2019-09,train,tertile,6,12,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-09,2018-10,2019-09,train,quintile,6,12,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-09,2018-10,2019-09,train,decile,6,12,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-09,2018-10,2020-03,train,tertile,6,18,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-09,2018-10,2020-03,train,quintile,6,18,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-09,2018-10,2020-03,train,decile,6,18,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-09,2018-10,2020-09,train,tertile,6,24,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-09,2018-10,2020-09,train,quintile,6,24,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-09,2018-10,2020-09,train,decile,6,24,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-09,2018-10,2021-03,train,tertile,6,30,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-09,2018-10,2021-03,train,quintile,6,30,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-09,2018-10,2021-03,train,decile,6,30,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-09,2018-10,2021-09,train,tertile,6,36,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-09,2018-10,2021-09,train,quintile,6,36,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-09,2018-10,2021-09,train,decile,6,36,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-09,2018-10,2022-03,train,tertile,6,42,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-09,2018-10,2022-03,train,quintile,6,42,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-09,2018-10,2022-03,train,decile,6,42,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-09,2018-10,2022-09,train,tertile,6,48,no_skip,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-09,2018-10,2022-09,train,quintile,6,48,no_skip,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-09,2018-10,2022-09,train,decile,6,48,no_skip,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-09,2018-11,2019-04,train,tertile,6,6,skip1,129,1,5,3,0.6,43,43,complete,complete,complete,
2018-09,2018-11,2019-04,train,quintile,6,6,skip1,129,1,5,3,0.6,26,25,complete,complete,complete,
2018-09,2018-11,2019-04,train,decile,6,6,skip1,129,1,5,3,0.6,13,12,complete,complete,complete,
2018-09,2018-10,2018-10,train,tertile,12,1,no_skip,124,6,11,6,0.7272727272727273,42,41,complete,complete,complete,
2018-09,2018-10,2018-10,train,quintile,12,1,no_skip,124,6,11,6,0.7272727272727273,25,24,complete,complete,complete,
2018-09,2018-10,2018-10,train,decile,12,1,no_skip,124,6,11,6,0.7272727272727273,13,12,complete,complete,complete,
2018-09,2018-10,2019-03,train,tertile,12,6,no_skip,124,6,11,6,0.7272727272727273,42,41,complete,complete,complete,
2018-09,2018-10,2019-03,train,quintile,12,6,no_skip,124,6,11,6,0.7272727272727273,25,24,complete,complete,complete,
2018-09,2018-10,2019-03,train,decile,12,6,no_skip,124,6,11,6,0.7272727272727273,13,12,complete,complete,complete,
2018-09,2018-10,2019-09,train,tertile,12,12,no_skip,124,6,11,6,0.7272727272727273,42,41,complete,complete,complete,
2018-09,2018-10,2019-09,train,quintile,12,12,no_skip,124,6,11,6,0.7272727272727273,25,24,complete,complete,complete,
2018-09,2018-10,2019-09,train,decile,12,12,no_skip,124,6,11,6,0.7272727272727273,13,12,complete,complete,complete,
2018-09,2018-10,2020-03,train,tertile,12,18,no_skip,124,6,11,6,0.7272727272727273,42,41,complete,complete,complete,
2018-09,2018-10,2020-03,train,quintile,12,18,no_skip,124,6,11,6,0.7272727272727273,25,24,complete,complete,complete,
2018-09,2018-10,2020-03,train,decile,12,18,no_skip,124,6,11,6,0.7272727272727273,13,12,complete,complete,complete,
2018-09,2018-10,2020-09,train,tertile,12,24,no_skip,124,6,11,6,0.7272727272727273,42,41,complete,complete,complete,
2018-09,2018-10,2020-09,train,quintile,12,24,no_skip,124,6,11,6,0.7272727272727273,25,24,complete,complete,complete,
2018-09,2018-10,2020-09,train,decile,12,24,no_skip,124,6,11,6,0.7272727272727273,13,12,complete,complete,complete,
2018-09,2018-10,2021-03,train,tertile,12,30,no_skip,124,6,11,6,0.7272727272727273,42,41,complete,complete,complete,
2018-09,2018-10,2021-03,train,quintile,12,30,no_skip,124,6,11,6,0.7272727272727273,25,24,complete,complete,complete,
2018-09,2018-10,2021-03,train,decile,12,30,no_skip,124,6,11,6,0.7272727272727273,13,12,complete,complete,complete,
2018-09,2018-10,2021-09,train,tertile,12,36,no_skip,124,6,11,6,0.7272727272727273,42,41,complete,complete,complete,
2018-09,2018-10,2021-09,train,quintile,12,36,no_skip,124,6,11,6,0.7272727272727273,25,24,complete,complete,complete,
2018-09,2018-10,2021-09,train,decile,12,36,no_skip,124,6,11,6,0.7272727272727273,13,12,complete,complete,complete,
2018-09,2018-10,2022-03,train,tertile,12,42,no_skip,124,6,11,6,0.7272727272727273,42,41,complete,complete,complete,
2018-09,2018-10,2022-03,train,quintile,12,42,no_skip,124,6,11,6,0.7272727272727273,25,24,complete,complete,complete,
2018-09,2018-10,2022-03,train,decile,12,42,no_skip,124,6,11,6,0.7272727272727273,13,12,complete,complete,complete,
