comparison_id,comparison_family,lhs_policy_id,lhs_cost_scenario_id,rhs_policy_id,rhs_cost_scenario_id,changed_dimension,only_one_dimension_changed,primary_OFAT,favorable_direction,run_id,contract_version
MODEL__D10__L000__STOP20__SLIP020,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L000__STOP20,SLIP020,B0_P4_RAW_RANK__D10__L000__STOP20,SLIP020,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP20__SLIP040,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L000__STOP20,SLIP040,B0_P4_RAW_RANK__D10__L000__STOP20,SLIP040,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOPNONE,GROSS,B0_P4_RAW_RANK__D10__L050__STOPNONE,GROSS,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__SLIP000,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOPNONE,SLIP000,B0_P4_RAW_RANK__D10__L050__STOPNONE,SLIP000,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__SLIP005,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOPNONE,SLIP005,B0_P4_RAW_RANK__D10__L050__STOPNONE,SLIP005,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__SLIP010,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOPNONE,SLIP010,B0_P4_RAW_RANK__D10__L050__STOPNONE,SLIP010,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__SLIP020,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOPNONE,SLIP020,B0_P4_RAW_RANK__D10__L050__STOPNONE,SLIP020,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__SLIP040,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOPNONE,SLIP040,B0_P4_RAW_RANK__D10__L050__STOPNONE,SLIP040,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP05__GROSS,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP05,GROSS,B0_P4_RAW_RANK__D10__L050__STOP05,GROSS,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP05__SLIP000,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP05,SLIP000,B0_P4_RAW_RANK__D10__L050__STOP05,SLIP000,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP05__SLIP005,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP05,SLIP005,B0_P4_RAW_RANK__D10__L050__STOP05,SLIP005,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP05__SLIP010,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP05,SLIP010,B0_P4_RAW_RANK__D10__L050__STOP05,SLIP010,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP05__SLIP020,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP05,SLIP020,B0_P4_RAW_RANK__D10__L050__STOP05,SLIP020,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP05__SLIP040,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP05,SLIP040,B0_P4_RAW_RANK__D10__L050__STOP05,SLIP040,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP10__GROSS,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP10,GROSS,B0_P4_RAW_RANK__D10__L050__STOP10,GROSS,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP10__SLIP000,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP10,SLIP000,B0_P4_RAW_RANK__D10__L050__STOP10,SLIP000,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP10__SLIP005,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP10,SLIP005,B0_P4_RAW_RANK__D10__L050__STOP10,SLIP005,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP10__SLIP010,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP10,SLIP010,B0_P4_RAW_RANK__D10__L050__STOP10,SLIP010,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP10__SLIP020,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP10,SLIP020,B0_P4_RAW_RANK__D10__L050__STOP10,SLIP020,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP10__SLIP040,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP10,SLIP040,B0_P4_RAW_RANK__D10__L050__STOP10,SLIP040,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP15__GROSS,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP15,GROSS,B0_P4_RAW_RANK__D10__L050__STOP15,GROSS,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP15__SLIP000,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP15,SLIP000,B0_P4_RAW_RANK__D10__L050__STOP15,SLIP000,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP15__SLIP005,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP15,SLIP005,B0_P4_RAW_RANK__D10__L050__STOP15,SLIP005,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP15__SLIP010,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP15,SLIP010,B0_P4_RAW_RANK__D10__L050__STOP15,SLIP010,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP15__SLIP020,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP15,SLIP020,B0_P4_RAW_RANK__D10__L050__STOP15,SLIP020,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP15__SLIP040,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP15,SLIP040,B0_P4_RAW_RANK__D10__L050__STOP15,SLIP040,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__GROSS,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP20,GROSS,B0_P4_RAW_RANK__D10__L050__STOP20,GROSS,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP20,SLIP000,B0_P4_RAW_RANK__D10__L050__STOP20,SLIP000,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP20,SLIP005,B0_P4_RAW_RANK__D10__L050__STOP20,SLIP005,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP20,SLIP010,B0_P4_RAW_RANK__D10__L050__STOP20,SLIP010,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP20,SLIP020,B0_P4_RAW_RANK__D10__L050__STOP20,SLIP020,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L050__STOP20,SLIP040,B0_P4_RAW_RANK__D10__L050__STOP20,SLIP040,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOPNONE__GROSS,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOPNONE,GROSS,B0_P4_RAW_RANK__D10__L100__STOPNONE,GROSS,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOPNONE__SLIP000,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOPNONE,SLIP000,B0_P4_RAW_RANK__D10__L100__STOPNONE,SLIP000,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOPNONE__SLIP005,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOPNONE,SLIP005,B0_P4_RAW_RANK__D10__L100__STOPNONE,SLIP005,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOPNONE__SLIP010,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOPNONE,SLIP010,B0_P4_RAW_RANK__D10__L100__STOPNONE,SLIP010,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOPNONE__SLIP020,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOPNONE,SLIP020,B0_P4_RAW_RANK__D10__L100__STOPNONE,SLIP020,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOPNONE__SLIP040,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOPNONE,SLIP040,B0_P4_RAW_RANK__D10__L100__STOPNONE,SLIP040,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP05__GROSS,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP05,GROSS,B0_P4_RAW_RANK__D10__L100__STOP05,GROSS,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP05__SLIP000,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP05,SLIP000,B0_P4_RAW_RANK__D10__L100__STOP05,SLIP000,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP05__SLIP005,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP05,SLIP005,B0_P4_RAW_RANK__D10__L100__STOP05,SLIP005,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP05__SLIP010,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP05,SLIP010,B0_P4_RAW_RANK__D10__L100__STOP05,SLIP010,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP05__SLIP020,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP05,SLIP020,B0_P4_RAW_RANK__D10__L100__STOP05,SLIP020,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP05__SLIP040,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP05,SLIP040,B0_P4_RAW_RANK__D10__L100__STOP05,SLIP040,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP10__GROSS,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP10,GROSS,B0_P4_RAW_RANK__D10__L100__STOP10,GROSS,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP10__SLIP000,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP10,SLIP000,B0_P4_RAW_RANK__D10__L100__STOP10,SLIP000,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP10__SLIP005,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP10,SLIP005,B0_P4_RAW_RANK__D10__L100__STOP10,SLIP005,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP10__SLIP010,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP10,SLIP010,B0_P4_RAW_RANK__D10__L100__STOP10,SLIP010,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP10__SLIP020,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP10,SLIP020,B0_P4_RAW_RANK__D10__L100__STOP10,SLIP020,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP10__SLIP040,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP10,SLIP040,B0_P4_RAW_RANK__D10__L100__STOP10,SLIP040,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP15__GROSS,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP15,GROSS,B0_P4_RAW_RANK__D10__L100__STOP15,GROSS,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP15__SLIP000,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP15,SLIP000,B0_P4_RAW_RANK__D10__L100__STOP15,SLIP000,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP15__SLIP005,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP15,SLIP005,B0_P4_RAW_RANK__D10__L100__STOP15,SLIP005,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP15__SLIP010,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP15,SLIP010,B0_P4_RAW_RANK__D10__L100__STOP15,SLIP010,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP15__SLIP020,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP15,SLIP020,B0_P4_RAW_RANK__D10__L100__STOP15,SLIP020,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP15__SLIP040,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP15,SLIP040,B0_P4_RAW_RANK__D10__L100__STOP15,SLIP040,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP20__GROSS,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP20,GROSS,B0_P4_RAW_RANK__D10__L100__STOP20,GROSS,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP20__SLIP000,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP20,SLIP000,B0_P4_RAW_RANK__D10__L100__STOP20,SLIP000,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP20__SLIP005,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP20,SLIP005,B0_P4_RAW_RANK__D10__L100__STOP20,SLIP005,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP20__SLIP010,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP20,SLIP010,B0_P4_RAW_RANK__D10__L100__STOP20,SLIP010,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP20__SLIP020,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP20,SLIP020,B0_P4_RAW_RANK__D10__L100__STOP20,SLIP020,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP20__SLIP040,MODEL_S0_VS_B0_FULL_GRID,S0_SELECTED_FULL__D10__L100__STOP20,SLIP040,B0_P4_RAW_RANK__D10__L100__STOP20,SLIP040,scored_model_id,True,False,lhs_minus_rhs_higher_is_better,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
