structure_candidate_id,candidate_generation_version,group,pattern_type,feature_atom_ids,threshold_ids,lookback_days,profile_window_bucket,sequence_lag_days,dedup_gap_days,profile_definition,action_time_definition,trigger_date_policy,background_control_policy,formula_hash,config_row_hash,feature,operator,threshold,required_days,observable_trigger_rule,max_lag_days,first_trigger_only_flag,raw_feature_list,shared_feature_family
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,persistence,acceleration_ret1d,0602d7c813,3,build_window,0,20,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,91016f0c008ef9d3,06b40825bafa2b86,return1d,>=,0.05,3,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,0,True,return1d,acceleration
r02v2_volatility_contraction_expansion_persistence_1cf265_773a15_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_low,773a15ec53,3,continuation_window,0,20,atr20_pct <= 0.03; rolling_days=3; required_days=3; window=continuation_window,atr20_pct <= 0.03; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,8c952c7b16d1b869,b86ee617c4793706,atr20_pct,<=,0.03,3,atr20_pct <= 0.03; rolling_days=3; required_days=3; window=continuation_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_persistence_1cf265_773a15_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_low,773a15ec53,5,continuation_window,0,20,atr20_pct <= 0.03; rolling_days=5; required_days=3; window=continuation_window,atr20_pct <= 0.03; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,0d19486afc5b14ba,ee86e9065d023c7a,atr20_pct,<=,0.03,3,atr20_pct <= 0.03; rolling_days=5; required_days=3; window=continuation_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_persistence_1cf265_773a15_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_low,773a15ec53,3,full_window,0,20,atr20_pct <= 0.03; rolling_days=3; required_days=3; window=full_window,atr20_pct <= 0.03; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,a5ce8bbe13bd9bf0,b1682a65ccd7a699,atr20_pct,<=,0.03,3,atr20_pct <= 0.03; rolling_days=3; required_days=3; window=full_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_persistence_1cf265_773a15_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_low,773a15ec53,5,full_window,0,20,atr20_pct <= 0.03; rolling_days=5; required_days=3; window=full_window,atr20_pct <= 0.03; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,525eac0e2f1a5c58,d73f396b04c9b626,atr20_pct,<=,0.03,3,atr20_pct <= 0.03; rolling_days=5; required_days=3; window=full_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_persistence_1cf265_773a15_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_low,773a15ec53,3,early_window,0,20,atr20_pct <= 0.03; rolling_days=3; required_days=3; window=early_window,atr20_pct <= 0.03; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,5ece4e70c8fc5198,a1485437e16610ac,atr20_pct,<=,0.03,3,atr20_pct <= 0.03; rolling_days=3; required_days=3; window=early_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_persistence_1cf265_773a15_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_low,773a15ec53,5,early_window,0,20,atr20_pct <= 0.03; rolling_days=5; required_days=3; window=early_window,atr20_pct <= 0.03; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,8808fffc20751da4,fbdec24ec0f171b8,atr20_pct,<=,0.03,3,atr20_pct <= 0.03; rolling_days=5; required_days=3; window=early_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_1e9d7c_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,1e9d7c27c8,3,build_window,0,20,atr20_contraction_ratio <= 0.8; rolling_days=3; required_days=3; window=build_window,atr20_contraction_ratio <= 0.8; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,df0ced3afdc77230,03fab4e11eaf1489,atr20_contraction_ratio,<=,0.8,3,atr20_contraction_ratio <= 0.8; rolling_days=3; required_days=3; window=build_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_1e9d7c_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,1e9d7c27c8,5,build_window,0,20,atr20_contraction_ratio <= 0.8; rolling_days=5; required_days=3; window=build_window,atr20_contraction_ratio <= 0.8; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,7514b721923f3ac2,861e25f262195e33,atr20_contraction_ratio,<=,0.8,3,atr20_contraction_ratio <= 0.8; rolling_days=5; required_days=3; window=build_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_1e9d7c_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,1e9d7c27c8,3,continuation_window,0,20,atr20_contraction_ratio <= 0.8; rolling_days=3; required_days=3; window=continuation_window,atr20_contraction_ratio <= 0.8; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,bdcc4d6af8270c81,8d3258c8297a5936,atr20_contraction_ratio,<=,0.8,3,atr20_contraction_ratio <= 0.8; rolling_days=3; required_days=3; window=continuation_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_1e9d7c_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,1e9d7c27c8,5,continuation_window,0,20,atr20_contraction_ratio <= 0.8; rolling_days=5; required_days=3; window=continuation_window,atr20_contraction_ratio <= 0.8; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,cb9a1751c91b58e9,323aa7c8987fcd8f,atr20_contraction_ratio,<=,0.8,3,atr20_contraction_ratio <= 0.8; rolling_days=5; required_days=3; window=continuation_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_1e9d7c_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,1e9d7c27c8,3,full_window,0,20,atr20_contraction_ratio <= 0.8; rolling_days=3; required_days=3; window=full_window,atr20_contraction_ratio <= 0.8; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,460491b9f3e0b98b,0185054e613539a8,atr20_contraction_ratio,<=,0.8,3,atr20_contraction_ratio <= 0.8; rolling_days=3; required_days=3; window=full_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_1e9d7c_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,1e9d7c27c8,5,full_window,0,20,atr20_contraction_ratio <= 0.8; rolling_days=5; required_days=3; window=full_window,atr20_contraction_ratio <= 0.8; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,66334dfb221feb33,fdce2097a87de1a1,atr20_contraction_ratio,<=,0.8,3,atr20_contraction_ratio <= 0.8; rolling_days=5; required_days=3; window=full_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_1e9d7c_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,1e9d7c27c8,3,early_window,0,20,atr20_contraction_ratio <= 0.8; rolling_days=3; required_days=3; window=early_window,atr20_contraction_ratio <= 0.8; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,2e2de3e8354a7b3b,2892a280a09ee520,atr20_contraction_ratio,<=,0.8,3,atr20_contraction_ratio <= 0.8; rolling_days=3; required_days=3; window=early_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_1e9d7c_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,1e9d7c27c8,5,early_window,0,20,atr20_contraction_ratio <= 0.8; rolling_days=5; required_days=3; window=early_window,atr20_contraction_ratio <= 0.8; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,ccb94c7eab0314f7,d43e7cc2b970646e,atr20_contraction_ratio,<=,0.8,3,atr20_contraction_ratio <= 0.8; rolling_days=5; required_days=3; window=early_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_d0ff59_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,d0ff5974b6,3,build_window,0,20,atr20_contraction_ratio <= 1.0; rolling_days=3; required_days=3; window=build_window,atr20_contraction_ratio <= 1.0; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,bb20c535c16cf38c,0753f465000ef077,atr20_contraction_ratio,<=,1.0,3,atr20_contraction_ratio <= 1.0; rolling_days=3; required_days=3; window=build_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_d0ff59_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,d0ff5974b6,5,build_window,0,20,atr20_contraction_ratio <= 1.0; rolling_days=5; required_days=3; window=build_window,atr20_contraction_ratio <= 1.0; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,bbc9be2cee68ec91,4cc8a5da19aa9b0d,atr20_contraction_ratio,<=,1.0,3,atr20_contraction_ratio <= 1.0; rolling_days=5; required_days=3; window=build_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_d0ff59_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,d0ff5974b6,3,continuation_window,0,20,atr20_contraction_ratio <= 1.0; rolling_days=3; required_days=3; window=continuation_window,atr20_contraction_ratio <= 1.0; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,08d2ab430d2ea85e,01b2da6c52770036,atr20_contraction_ratio,<=,1.0,3,atr20_contraction_ratio <= 1.0; rolling_days=3; required_days=3; window=continuation_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_d0ff59_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,d0ff5974b6,5,continuation_window,0,20,atr20_contraction_ratio <= 1.0; rolling_days=5; required_days=3; window=continuation_window,atr20_contraction_ratio <= 1.0; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,d393c9aa10481ee8,e5c58b1a688b34f8,atr20_contraction_ratio,<=,1.0,3,atr20_contraction_ratio <= 1.0; rolling_days=5; required_days=3; window=continuation_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_d0ff59_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,d0ff5974b6,3,full_window,0,20,atr20_contraction_ratio <= 1.0; rolling_days=3; required_days=3; window=full_window,atr20_contraction_ratio <= 1.0; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,7e26f2c7ec38bd8e,ef191b32bd2876e2,atr20_contraction_ratio,<=,1.0,3,atr20_contraction_ratio <= 1.0; rolling_days=3; required_days=3; window=full_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_d0ff59_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,d0ff5974b6,5,full_window,0,20,atr20_contraction_ratio <= 1.0; rolling_days=5; required_days=3; window=full_window,atr20_contraction_ratio <= 1.0; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,cf217bfd26ef4591,885d5a07adc45ba5,atr20_contraction_ratio,<=,1.0,3,atr20_contraction_ratio <= 1.0; rolling_days=5; required_days=3; window=full_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_d0ff59_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,d0ff5974b6,3,early_window,0,20,atr20_contraction_ratio <= 1.0; rolling_days=3; required_days=3; window=early_window,atr20_contraction_ratio <= 1.0; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,59b3287a885004a0,65d4792a3bf2b994,atr20_contraction_ratio,<=,1.0,3,atr20_contraction_ratio <= 1.0; rolling_days=3; required_days=3; window=early_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_persistence_c90db1_d0ff59_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,persistence,atr20_contract,d0ff5974b6,5,early_window,0,20,atr20_contraction_ratio <= 1.0; rolling_days=5; required_days=3; window=early_window,atr20_contraction_ratio <= 1.0; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,0d2b7046e4503301,ada3a5194293e0f0,atr20_contraction_ratio,<=,1.0,3,atr20_contraction_ratio <= 1.0; rolling_days=5; required_days=3; window=early_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_1cf265_0602d7_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_low,0602d7c813,1,build_window,0,20,atr20_pct <= 0.05; rolling_days=1; required_days=1; window=build_window,atr20_pct <= 0.05; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,8a76fef855f4538c,b8b0526482c5c536,atr20_pct,<=,0.05,1,atr20_pct <= 0.05; rolling_days=1; required_days=1; window=build_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_1cf265_0602d7_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_low,0602d7c813,1,continuation_window,0,20,atr20_pct <= 0.05; rolling_days=1; required_days=1; window=continuation_window,atr20_pct <= 0.05; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,c89e169fb3690e70,a945226ad3195a06,atr20_pct,<=,0.05,1,atr20_pct <= 0.05; rolling_days=1; required_days=1; window=continuation_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_1cf265_0602d7_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_low,0602d7c813,1,full_window,0,20,atr20_pct <= 0.05; rolling_days=1; required_days=1; window=full_window,atr20_pct <= 0.05; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,99c9263a8b7cc611,9815d24fc900e975,atr20_pct,<=,0.05,1,atr20_pct <= 0.05; rolling_days=1; required_days=1; window=full_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_1cf265_0602d7_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_low,0602d7c813,1,early_window,0,20,atr20_pct <= 0.05; rolling_days=1; required_days=1; window=early_window,atr20_pct <= 0.05; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,faa92b18e639a168,8bd0e05006d4b86d,atr20_pct,<=,0.05,1,atr20_pct <= 0.05; rolling_days=1; required_days=1; window=early_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_1cf265_368191_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_low,36819111cf,1,build_window,0,20,atr20_pct <= 0.08; rolling_days=1; required_days=1; window=build_window,atr20_pct <= 0.08; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,d158450a12450531,9fd94954cdaa35c9,atr20_pct,<=,0.08,1,atr20_pct <= 0.08; rolling_days=1; required_days=1; window=build_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_1cf265_368191_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_low,36819111cf,1,continuation_window,0,20,atr20_pct <= 0.08; rolling_days=1; required_days=1; window=continuation_window,atr20_pct <= 0.08; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,e8fda0219e9c5119,42ff61562a69d7ce,atr20_pct,<=,0.08,1,atr20_pct <= 0.08; rolling_days=1; required_days=1; window=continuation_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_1cf265_368191_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_low,36819111cf,1,full_window,0,20,atr20_pct <= 0.08; rolling_days=1; required_days=1; window=full_window,atr20_pct <= 0.08; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,2d938eb024d1c7c6,afda14a51db051ed,atr20_pct,<=,0.08,1,atr20_pct <= 0.08; rolling_days=1; required_days=1; window=full_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_1cf265_368191_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_low,36819111cf,1,early_window,0,20,atr20_pct <= 0.08; rolling_days=1; required_days=1; window=early_window,atr20_pct <= 0.08; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,8d2643a154ed6039,771c5ddbb3baa061,atr20_pct,<=,0.08,1,atr20_pct <= 0.08; rolling_days=1; required_days=1; window=early_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_1cf265_773a15_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_low,773a15ec53,1,build_window,0,20,atr20_pct <= 0.03; rolling_days=1; required_days=1; window=build_window,atr20_pct <= 0.03; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,fd063e2411925942,814c686f840e0f84,atr20_pct,<=,0.03,1,atr20_pct <= 0.03; rolling_days=1; required_days=1; window=build_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_1cf265_773a15_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_low,773a15ec53,1,continuation_window,0,20,atr20_pct <= 0.03; rolling_days=1; required_days=1; window=continuation_window,atr20_pct <= 0.03; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,416017fabac1ba8c,4604f772814b2c6a,atr20_pct,<=,0.03,1,atr20_pct <= 0.03; rolling_days=1; required_days=1; window=continuation_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_1cf265_773a15_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_low,773a15ec53,1,full_window,0,20,atr20_pct <= 0.03; rolling_days=1; required_days=1; window=full_window,atr20_pct <= 0.03; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,c1583eb212e68a0d,1e6237c94d869f2f,atr20_pct,<=,0.03,1,atr20_pct <= 0.03; rolling_days=1; required_days=1; window=full_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_1cf265_773a15_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_low,773a15ec53,1,early_window,0,20,atr20_pct <= 0.03; rolling_days=1; required_days=1; window=early_window,atr20_pct <= 0.03; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,5d558e1a8a4a48e1,db915bb367d3e994,atr20_pct,<=,0.03,1,atr20_pct <= 0.03; rolling_days=1; required_days=1; window=early_window,0,True,atr20_pct,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_c90db1_1e9d7c_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_contract,1e9d7c27c8,1,build_window,0,20,atr20_contraction_ratio <= 0.8; rolling_days=1; required_days=1; window=build_window,atr20_contraction_ratio <= 0.8; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,13224e8f84aac760,30b0431527efe1b4,atr20_contraction_ratio,<=,0.8,1,atr20_contraction_ratio <= 0.8; rolling_days=1; required_days=1; window=build_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_c90db1_1e9d7c_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_contract,1e9d7c27c8,1,continuation_window,0,20,atr20_contraction_ratio <= 0.8; rolling_days=1; required_days=1; window=continuation_window,atr20_contraction_ratio <= 0.8; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,78eb8ea6b9f60c4e,8e7b5207f1987bef,atr20_contraction_ratio,<=,0.8,1,atr20_contraction_ratio <= 0.8; rolling_days=1; required_days=1; window=continuation_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_c90db1_1e9d7c_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_contract,1e9d7c27c8,1,full_window,0,20,atr20_contraction_ratio <= 0.8; rolling_days=1; required_days=1; window=full_window,atr20_contraction_ratio <= 0.8; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,f99818a7001f7fc7,1de0b2aeee7740e5,atr20_contraction_ratio,<=,0.8,1,atr20_contraction_ratio <= 0.8; rolling_days=1; required_days=1; window=full_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_c90db1_1e9d7c_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_contract,1e9d7c27c8,1,early_window,0,20,atr20_contraction_ratio <= 0.8; rolling_days=1; required_days=1; window=early_window,atr20_contraction_ratio <= 0.8; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,9bf8c2d05b5d6601,bf28ede5621a1632,atr20_contraction_ratio,<=,0.8,1,atr20_contraction_ratio <= 0.8; rolling_days=1; required_days=1; window=early_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_c90db1_d0ff59_156070_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_contract,d0ff5974b6,1,build_window,0,20,atr20_contraction_ratio <= 1.0; rolling_days=1; required_days=1; window=build_window,atr20_contraction_ratio <= 1.0; rolling_days=1; required_days=1; window=build_window,first_observable_pattern_complete_date,both,6d8db174f2f5e5eb,6c5f2d399da8c6b3,atr20_contraction_ratio,<=,1.0,1,atr20_contraction_ratio <= 1.0; rolling_days=1; required_days=1; window=build_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_c90db1_d0ff59_23e5f3_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_contract,d0ff5974b6,1,continuation_window,0,20,atr20_contraction_ratio <= 1.0; rolling_days=1; required_days=1; window=continuation_window,atr20_contraction_ratio <= 1.0; rolling_days=1; required_days=1; window=continuation_window,first_observable_pattern_complete_date,both,da32cce8c1b99de8,274940595d291b1a,atr20_contraction_ratio,<=,1.0,1,atr20_contraction_ratio <= 1.0; rolling_days=1; required_days=1; window=continuation_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_c90db1_d0ff59_60f76f_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_contract,d0ff5974b6,1,full_window,0,20,atr20_contraction_ratio <= 1.0; rolling_days=1; required_days=1; window=full_window,atr20_contraction_ratio <= 1.0; rolling_days=1; required_days=1; window=full_window,first_observable_pattern_complete_date,both,c06badf45da1cf82,aecd679b56a67b73,atr20_contraction_ratio,<=,1.0,1,atr20_contraction_ratio <= 1.0; rolling_days=1; required_days=1; window=full_window,0,True,atr20_contraction_ratio,volatility
r02v2_volatility_contraction_expansion_point_in_window_existence_c90db1_d0ff59_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,volatility_contraction_expansion,point_in_window_existence,atr20_contract,d0ff5974b6,1,early_window,0,20,atr20_contraction_ratio <= 1.0; rolling_days=1; required_days=1; window=early_window,atr20_contraction_ratio <= 1.0; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,1dfc6aaf0a39ff77,e0acfd7a1b2aeb0c,atr20_contraction_ratio,<=,1.0,1,atr20_contraction_ratio <= 1.0; rolling_days=1; required_days=1; window=early_window,0,True,atr20_contraction_ratio,volatility
r02v2_volume_money_confirmation_persistence_101ad0_77ac31_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,77ac319bfe,3,build_window,0,20,vol_ratio10 > 1.2; rolling_days=3; required_days=3; window=build_window,vol_ratio10 > 1.2; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,70c9614b81e0ce03,e7544e85c1ea63c4,vol_ratio10,>,1.2,3,vol_ratio10 > 1.2; rolling_days=3; required_days=3; window=build_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_77ac31_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,77ac319bfe,5,build_window,0,20,vol_ratio10 > 1.2; rolling_days=5; required_days=3; window=build_window,vol_ratio10 > 1.2; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,5cf83168a053ff15,b58789ca431bd94a,vol_ratio10,>,1.2,3,vol_ratio10 > 1.2; rolling_days=5; required_days=3; window=build_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_77ac31_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,77ac319bfe,3,continuation_window,0,20,vol_ratio10 > 1.2; rolling_days=3; required_days=3; window=continuation_window,vol_ratio10 > 1.2; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,36ef2ca084cf9bc9,2f7e4fbd0d69329c,vol_ratio10,>,1.2,3,vol_ratio10 > 1.2; rolling_days=3; required_days=3; window=continuation_window,0,True,vol_ratio10,volume_money
r02v2_volume_money_confirmation_persistence_101ad0_77ac31_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,volume_money_confirmation,persistence,volume10,77ac319bfe,5,continuation_window,0,20,vol_ratio10 > 1.2; rolling_days=5; required_days=3; window=continuation_window,vol_ratio10 > 1.2; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,5e2a77495e1629af,b1293e950a6f42b0,vol_ratio10,>,1.2,3,vol_ratio10 > 1.2; rolling_days=5; required_days=3; window=continuation_window,0,True,vol_ratio10,volume_money
